id,years_active,years_plus,gdppc,colony_bool,prim_meth,sec_defect,regime_support,repression,camp_support,camp_size,sdirect,indiscrim,cold_war,pi_education,pi_soc_welfare,pi_trad_media,pi_new_media,pi_police,pi_armed_wing,pi_courts,pi_pol_party,any_pi,in_media,failure,success
65,11,12,1570,1,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
65,12,13,1613,1,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
65,13,14,1690,1,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
65,14,15,1653,1,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
66,1,2,1519,0,0,0,0,3,0,5,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
66,2,3,1583,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,1,1,NA,0,0
66,3,4,1744,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0
66,4,5,1859,0,0,NA,0,2,0,2,0,0,1,0,0,1,0,0,0,0,1,1,2,1,0
68,1,2,7203,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
68,2,3,7438,1,0,0,1,0,1,5,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0
69,1,2,5546.3664,0,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0
70,1,2,2007,1,1,0,1,3,NA,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0
71,1,2,22914,1,0,0,0,2,0,2,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
71,2,3,23243,1,0,1,0,3,1,2,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0
72,1,2,12691,1,1,0,1,3,NA,1,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0
72,2,3,13284,1,1,0,NA,3,1,1,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0
72,3,4,12946,1,1,0,NA,3,1,1,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0
72,4,5,12696,1,1,1,1,3,NA,1,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0
72,5,6,13236,1,1,0,NA,3,1,1,1,1,1,0,0,0,0,0,0,0,1,1,2,1,0
73,1,2,8606,0,1,0,0,3,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
73,2,3,9307,0,1,NA,0,3,0,1,0,1,1,0,0,0,0,0,0,1,0,1,NA,0,0
73,3,4,9511,0,1,0,0,3,0,1,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0
73,4,5,9894,0,1,NA,0,3,0,NA,0,0,1,0,0,0,0,0,0,1,0,1,NA,0,0
73,5,6,10796,0,1,0,0,3,0,NA,0,0,1,0,0,0,0,0,0,1,0,1,NA,0,0
73,6,7,11638,0,1,0,0,3,0,NA,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0
73,7,8,12388,0,1,0,0,3,0,NA,0,0,1,0,0,0,0,0,0,1,0,1,NA,0,0
73,8,9,12621,0,1,0,0,3,0,NA,0,1,1,0,0,0,0,0,0,1,0,1,NA,0,0
73,9,10,13053,0,1,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0
73,10,11,13342,0,1,0,0,3,0,2,0,0,1,0,0,0,0,0,0,1,0,1,NA,0,0
73,11,12,13573,0,1,0,0,3,0,NA,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
73,12,13,13681,0,1,0,0,3,0,NA,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0
73,13,14,14008,0,1,0,0,3,0,NA,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
73,14,15,13895,0,1,0,1,3,0,NA,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
73,15,16,14045,0,1,0,0,3,0,NA,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
73,16,17,14237,0,1,0,0,3,0,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
73,17,18,14308,0,1,0,1,3,0,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
73,18,19,14690,0,1,0,1,3,0,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
73,19,20,15237,0,1,0,1,3,0,NA,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
73,20,21,16268,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
73,21,22,17272,0,1,0,1,3,0,NA,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0
73,22,23,18359,0,1,0,1,3,0,NA,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0
73,23,24,19215,0,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0
73,24,25,19958.0596,0,1,0,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0
73,25,26,20329.1677,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
73,26,27,20056.5396,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
73,27,28,20673.9544,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
73,28,29,21522.0968,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
73,29,30,22185.0668,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
73,30,31,23113.6151,0,1,0,1,2,0,2,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0
73,31,32,24284.8613,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
73,32,33,25549.5396,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
73,33,34,26994.8601,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
73,34,35,28153.5536,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
73,35,36,28753.3228,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
73,36,37,29371.8649,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
73,37,38,30088.0926,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
73,38,39,30885.602,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
73,39,40,31907.4235,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
73,40,41,32735.4331,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
73,41,42,32844.3261,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
73,42,43,31669.6906,0,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
73,43,44,31786.404,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
73,44,45,31600,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0
73,45,46,30699,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
73,46,47,30280,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
74,1,2,NA,0,0,0,1,3,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0
75,1,2,NA,0,0,0,1,2,1,5,0,1,1,0,0,1,0,0,0,0,1,1,2,0,1
76,1,2,993,0,1,1,1,3,0,NA,0,NA,1,0,0,0,0,0,0,1,0,1,1,0,0
76,2,3,972,0,1,1,1,3,0,2,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0
76,3,4,974,0,1,0,1,3,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
76,4,5,977,0,1,0,1,3,0,2,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0
76,5,6,952,0,1,0,1,3,0,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
76,6,7,999,0,1,0,1,3,0,2,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0
76,7,8,1033,0,1,1,1,3,0,2,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0
76,8,9,1009,0,1,1,1,3,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0
76,9,10,980,0,1,1,1,3,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0
76,10,11,999,0,1,1,1,3,0,2,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0
76,11,12,956,0,1,1,1,3,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0
76,12,13,880,0,1,1,1,3,0,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
76,13,14,920,0,1,1,1,3,0,2,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0
76,14,15,980,0,1,1,1,3,0,2,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0
76,15,16,969,0,1,1,1,3,0,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
76,16,17,956,0,1,1,NA,3,0,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
76,17,18,915,0,1,1,0,3,0,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
76,18,19,810.7901,0,1,1,0,3,0,2,1,1,1,1,0,1,1,0,0,1,0,1,2,0,1
77,1,2,3287,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
77,2,3,3360,1,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0
77,3,4,3688,1,1,1,1,3,1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0
77,4,5,3848,1,1,1,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0
77,5,6,3660,1,1,1,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0
77,6,7,3814,1,1,1,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,1
78,1,2,1086,1,1,0,1,3,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
78,2,3,993,1,1,0,1,3,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0
79,1,2,1537,1,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
79,2,3,1545,1,0,0,0,1,0,2,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
79,3,4,1554,1,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0
79,4,5,1568,1,1,NA,NA,2,1,2,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
79,5,6,1576,1,1,NA,NA,3,1,2,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
79,6,7,1588,1,1,NA,NA,3,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
79,7,8,1605,1,1,NA,NA,3,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0
79,8,9,1624,1,1,NA,NA,3,1,2,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1
80,1,2,4771,1,1,0,1,3,1,2,1,1,1,1,0,1,1,0,0,1,1,1,2,0,0
80,2,3,3405,1,1,0,1,3,1,2,1,1,1,1,0,1,1,1,0,1,1,1,2,0,1
81,1,2,866,1,1,0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
81,2,3,921,1,1,0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
82,1,2,2284,1,1,NA,1,3,NA,1,NA,0,1,0,0,0,0,0,0,1,1,1,NA,0,0
82,2,3,2818,1,1,1,1,3,0,0,NA,0,1,0,0,0,0,0,0,1,1,1,NA,1,0
83,1,2,NA,1,1,0,0,3,0,3,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
83,2,3,NA,1,1,0,0,3,0,3,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0
85,1,2,878,1,1,0,0,3,1,NA,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
85,2,3,866,1,1,0,0,3,1,NA,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0
85,3,4,843,1,1,0,1,3,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
85,4,5,881,1,1,1,1,3,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
85,5,6,880,1,1,0,1,3,1,NA,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
85,6,7,877,1,1,0,1,3,1,NA,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
85,7,8,800,1,1,0,1,3,1,NA,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
85,8,9,746,1,1,0,1,3,1,NA,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
85,9,10,829,1,1,0,1,3,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
85,10,11,952,1,1,1,1,3,1,NA,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
85,11,12,918,1,1,0,1,3,1,NA,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
85,12,13,830,1,1,1,1,3,1,NA,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
85,13,14,808,1,1,0,1,3,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
85,14,15,622,1,1,0,1,3,1,NA,0,0,1,0,0,1,0,0,0,1,1,1,2,0,0
85,15,16,583,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0
85,16,17,521,1,1,0,1,0,1,NA,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0
85,17,18,524,1,1,0,1,3,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0
85,18,19,577,1,1,0,1,3,1,NA,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
85,19,20,601,1,1,0,1,3,1,NA,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0
85,20,21,642,1,1,0,1,3,1,2,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0
85,21,22,662,1,1,0,1,3,1,NA,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
85,22,23,663,1,1,0,1,3,1,NA,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
85,23,24,692,1,1,1,1,3,1,NA,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
85,24,25,685,1,1,1,1,3,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
85,25,26,692,1,1,1,0,3,1,1,0,1,1,0,0,0,0,0,0,1,1,1,2,0,1
86,1,2,2106,1,0,0,1,3,1,2,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0
86,2,3,2150,1,1,0,1,3,1,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
86,3,4,2153,1,1,0,1,3,1,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
86,4,5,2174,1,1,0,1,3,1,2,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0
86,5,6,2271,1,1,0,1,3,1,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
86,6,7,2469,1,1,0,1,3,1,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
86,7,8,2699,1,1,0,1,3,1,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
86,8,9,2778,1,1,0,1,3,1,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
86,9,10,2895,1,1,0,1,3,1,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
86,10,11,2906,1,1,0,1,3,1,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
86,11,12,2986,1,1,0,1,3,1,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
86,12,13,2684,1,1,0,1,3,1,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1
87,1,2,2536,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
87,2,3,2670,1,1,0,NA,3,NA,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
87,3,4,2727,1,1,0,NA,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,NA,0,0
87,4,5,2810,1,1,0,NA,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
87,5,6,2981,1,1,0,NA,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
87,6,7,3119,1,1,0,NA,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
87,7,8,2941,1,1,0,NA,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
87,8,9,2994,1,1,0,NA,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
87,9,10,3134,1,1,0,NA,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
87,10,11,3143,1,1,0,NA,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
87,11,12,3269,1,1,0,NA,3,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0
87,12,13,3370,1,1,0,NA,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
87,13,14,3500,1,1,0,NA,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
87,14,15,3747,1,1,1,0,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
87,15,16,4007,1,1,1,0,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
87,16,17,4310.7779,1,1,0,0,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
87,17,18,4536.4099,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
87,18,19,4837.1313,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
87,19,20,5140.025,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
87,20,21,5494.9037,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
87,21,22,5851.2955,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
87,22,23,6055.8485,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0
87,23,24,5203.5794,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
87,24,25,5186.7134,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0
87,25,26,5384.3867,1,1,0,NA,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0
87,26,27,5526.1473,1,1,0,NA,3,1,2,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0
87,27,28,5720.2819,1,1,0,NA,3,1,2,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0
87,28,29,5938.8778,1,1,0,NA,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0
87,29,30,6180.91,1,1,0,NA,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0
87,30,31,6482.0121,1,1,0,NA,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,1,0
89,1,2,12202,0,0,1,1,3,0,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
89,2,3,11716,0,0,1,1,2,0,3,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1
90,1,2,2823,1,1,NA,1,3,1,3,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
90,2,3,3402,1,1,NA,1,3,1,NA,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
90,3,4,4828,1,1,NA,1,3,1,NA,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0
90,4,5,5895,1,1,NA,1,3,1,NA,0,1,1,0,0,1,1,1,0,0,1,1,2,0,0
90,5,6,5400,1,1,NA,1,3,1,NA,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0
90,6,7,6202,1,1,NA,1,3,1,NA,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0
90,7,8,4385,1,1,NA,1,3,1,NA,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0
90,8,9,2488,1,1,NA,1,3,1,NA,0,0,1,1,0,1,1,0,0,1,1,1,2,0,0
90,9,10,3086,1,1,NA,1,3,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0
90,10,11,4326.2994,1,1,NA,1,3,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0
90,11,12,4618.0054,1,1,NA,1,3,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0
90,12,13,5053.2803,1,1,NA,1,3,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0
90,13,14,5585.667,1,1,NA,1,3,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0
90,14,15,6095.397,1,1,NA,1,3,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0
90,15,16,6567.4006,1,1,NA,1,3,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0
90,16,17,6581.0531,1,1,NA,1,3,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0
90,17,18,6994.1569,1,1,NA,1,3,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0
90,18,19,7147.5548,1,1,NA,1,3,1,1,0,NA,0,1,0,1,1,0,0,1,1,1,0,0,0
90,19,20,7405.707,1,1,NA,1,3,1,1,0,0,0,1,0,1,1,0,0,1,1,1,2,1,0
91,1,2,1030,1,1,NA,1,3,0,2,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
91,2,3,1395,1,1,NA,1,3,0,2,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
91,3,4,1583,1,1,NA,1,3,0,2,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
91,4,5,1634,1,1,NA,1,3,0,2,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0
91,5,6,1706,1,1,NA,1,3,0,2,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0
91,6,7,1835,1,1,NA,1,3,0,2,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0
91,7,8,1890,1,1,NA,1,3,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0
91,8,9,1999,1,1,0,1,3,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0
91,9,10,2085,1,1,NA,1,3,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0
92,1,2,1189,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0
92,2,3,1195,0,0,0,0,3,0,4,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0
93,1,2,4632,0,0,1,1,3,1,3,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0
94,1,2,4632,0,0,1,1,3,1,1,0,1,1,0,0,0,0,0,0,0,1,1,2,1,0
95,1,2,11003,0,0,NA,1,0,1,3,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1
97,1,2,16593,0,0,NA,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
97,2,3,16820,0,1,NA,1,3,NA,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
97,3,4,17162,0,1,NA,1,3,NA,0,0,1,1,0,0,0,0,0,0,1,1,1,2,0,0
97,4,5,17440,0,1,NA,1,3,NA,0,0,1,1,0,0,0,0,0,0,1,1,1,2,0,0
97,5,6,18002,0,1,NA,0,3,NA,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0
97,6,7,19168,0,1,NA,0,3,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,0,0
97,7,8,18903,0,1,NA,NA,3,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,0,0
97,8,9,18884,0,1,NA,NA,3,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
97,9,10,19311,0,1,NA,NA,3,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
97,10,11,19740,0,1,NA,0,3,0,0,0,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
97,11,12,20448,0,1,NA,NA,3,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
97,12,13,20988,0,1,NA,NA,3,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
97,13,14,20612,0,1,NA,NA,3,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
97,14,15,20319,0,1,NA,NA,3,0,0,0,0,1,0,0,1,0,0,0,1,1,1,2,0,0
97,15,16,20650,0,1,NA,NA,3,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
97,16,17,21366,0,1,NA,NA,3,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
97,17,18,21869,0,1,NA,NA,3,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0
97,18,19,22579,0,1,NA,NA,3,NA,0,0,2,1,0,0,1,0,0,0,1,1,1,1,0,0
97,19,20,23498,0,1,NA,NA,3,0,0,0,NA,1,0,0,1,0,0,0,1,1,1,1,0,0
97,20,21,24536,0,1,NA,0,3,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
97,21,22,25679,0,1,NA,NA,3,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0
97,22,23,26164,0,1,NA,NA,3,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0
97,23,24,26189,0,1,NA,NA,3,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0
97,24,25,25792.0128,0,1,NA,NA,3,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0
97,25,26,25790.1847,0,1,NA,NA,3,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0
97,26,27,26349.342,0,1,NA,NA,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
97,27,28,27277.5428,0,1,NA,1,3,0,0,0,NA,0,0,0,1,0,0,0,1,1,1,2,0,0
97,28,29,27861.2158,0,1,NA,NA,1,NA,0,0,NA,0,0,0,1,0,0,0,1,1,1,1,0,0
97,29,30,28472.248200000002,0,1,NA,NA,3,0,0,0,NA,0,0,0,1,0,0,0,1,1,1,1,0,0
97,30,31,29259.7638,0,1,NA,NA,1,0,0,0,NA,0,0,0,1,0,0,0,1,1,1,1,0,0
97,31,32,30077.3845,0,1,NA,NA,1,0,0,0,NA,0,0,0,1,0,0,0,1,1,1,2,1,0
98,1,2,2263,1,1,NA,1,3,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
98,2,3,2214,1,1,NA,1,3,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
100,1,2,NA,1,1,0,1,3,0,NA,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
100,2,3,NA,1,1,0,1,3,0,2,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
100,3,4,NA,1,1,0,1,3,0,2,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
100,4,5,NA,1,1,0,1,3,0,3,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
100,5,6,NA,1,1,0,1,3,0,3,0,1,1,0,0,1,0,0,0,1,1,1,2,0,0
100,6,7,1049,1,1,0,1,3,1,3,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
100,7,8,1078,1,1,0,1,3,1,3,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
100,8,9,1106,1,1,0,1,3,1,4,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0
100,9,10,1135,1,1,0,1,3,1,3,0,1,1,0,0,1,0,0,0,1,1,1,2,0,0
100,10,11,1167,1,1,0,1,3,1,3,0,1,1,0,0,1,0,0,0,1,1,1,2,0,1
101,1,2,NA,1,1,0,1,3,0,3,0,1,1,0,0,1,0,0,0,1,0,1,2,0,0
